,MI_Score
F2081,0.0011124583368919971
F1014,0.0011116986200184753
F840,0.0011094143237840859
F2858,0.001107573940654527
F2249,0.0011029289763093697
F2635,0.0011027215433128124
F3859,0.001102201923210977
F1682,0.0011005991848828112
F424,0.0010999216519250732
F1298,0.0010970651937078912
F3587,0.0010961653440310082
F3497,0.0010951506686267543
F2954,0.0010870283010183668
F1764,0.0010836413303983994
F989,0.0010807807466766128
F2780,0.001078092479911863
F2127,0.0010764035727898191
F890,0.001076345210293872
F1962,0.0010753831443993667
F1627,0.001072013351248735
F3588,0.0010711359158007694
F1607,0.0010702386225055482
F3825,0.0010688035718785516
F1259,0.0010678098254843782
F1137,0.0010674449565625244
F1679,0.001063746996252557
F364,0.0010619952443887692
F17,0.0010591546812841468
F1864,0.001055484273256746
F2675,0.0010554278299689246
F29,0.0010546759646844484
F1142,0.0010516118549608322
F990,0.0010512005626394094
F1715,0.0010492290119823444
F2085,0.001046218808511079
F1003,0.0010403139411302442
F1574,0.0010394284663137743
F1976,0.0010376667813026819
F2011,0.0010366514555479878
F1866,0.0010339813291512234
F260,0.0010339257087056408
F3820,0.0010327916284863514
F3504,0.0010322393631941873
F232,0.0010283094285650218
F2132,0.0010274405740605674
F3639,0.0010261487970438798
F1746,0.001026083786118348
F361,0.0010259321505273755
F1624,0.0010243981023606574
F2451,0.0010220401167337911
F2167,0.001020285984847269
F2688,0.001019534073243511
F1919,0.0010163334420456582
F3629,0.0010131762777597642
F3060,0.0010115247190763954
F1600,0.0010077820875898924
F3472,0.0010075173480246224
F2749,0.0010053225855287673
F1054,0.0010010279869158145
F3494,0.0010009448533210286
F2690,0.0010008292716887635
F611,0.0009986917307084342
F2440,0.000997007236333891
F1154,0.0009945071801712446
F2095,0.0009939743686472324
F2070,0.000993199204235573
F529,0.0009924331310722234
F1631,0.0009918472306920112
F1970,0.0009882783639048043
F924,0.0009870221806103086
F3847,0.000986686015955196
F1247,0.0009860036889534074
F3647,0.000985002248134692
F1956,0.0009831362255084963
F1318,0.0009810377725365527
F1960,0.0009799745146057415
F2883,0.0009752032939360777
F1413,0.0009747539215917422
F1756,0.0009739000462817282
F1946,0.0009723491351815161
F2172,0.0009695729220688953
F3513,0.0009692353016580446
F1523,0.000967971781650423
F1077,0.0009628598494245688
F2392,0.0009609218704782485
F2439,0.0009552855938381732
F3683,0.0009552342245727763
F1643,0.0009547523801581859
F3638,0.0009498124652173034
F2687,0.0009487921786116571
F934,0.0009476659392164688
F3764,0.0009457650299419251
F1028,0.0009452686947293287
F3007,0.0009438366430044587
F1869,0.0009435686807930388
F1376,0.00094147814819312
F2737,0.0009408010189714267
F935,0.0009407246419417259
F68,0.0009397420210778273
F2743,0.0009388204075333473
F1407,0.0009375047979687245
F476,0.0009364031928812411
F1033,0.0009348725048257123
F2579,0.0009340366623035168
F1084,0.0009333010998624491
F2194,0.0009329079793918282
F1044,0.0009309666775000336
F1902,0.0009305513070209104
F2734,0.000929862554997829
F322,0.0009265810247602868
F2219,0.0009264066991784281
F1526,0.0009254835983654175
F3746,0.0009156806909373927
F808,0.0009131387335736818
F2343,0.0009123003249942307
F2190,0.0009105960139803582
F2059,0.0009104256432443947
F633,0.000910329935916887
F1748,0.000908699027484472
F1658,0.0009082478004869277
F1052,0.0009050232555082305
F3733,0.0009044174898568125
F2124,0.0009020835363026114
F1277,0.0009017044220281933
F2536,0.0008991895739902667
F2286,0.0008988973244029586
F1689,0.0008958358486961249
F1758,0.0008921717615649749
F2539,0.0008896291841941073
F1876,0.0008880451642402365
F1291,0.0008879672935120375
F2023,0.0008874812635568663
F1446,0.0008831102100056443
F1802,0.0008829561262647667
F1434,0.0008823058927471816
F2543,0.000881313261489769
F1653,0.0008744933608275662
F1331,0.0008744889993776983
F1074,0.0008739710352612118
F321,0.0008698998258942492
F680,0.0008697444406498001
F3730,0.0008687796234886358
F1282,0.0008679640600137706
F3656,0.000867725383214224
F2180,0.0008667317855693968
F2028,0.0008646933119180744
F22,0.0008639975470414729
F2015,0.0008638685189458206
F126,0.0008635271921231258
F1474,0.0008628772372110127
F3760,0.0008618272904457047
F973,0.0008615302385569512
F1157,0.0008602820311710557
F1328,0.0008563490359524417
F2087,0.0008541237671115809
F3883,0.0008528178112900964
F3550,0.0008503160527800757
F2550,0.0008497842577064318
F2032,0.0008484743403913697
F1518,0.0008457154809042855
F577,0.0008454989259061296
F2481,0.0008389386219821438
F740,0.0008377494980089661
F420,0.0008373628843258984
F3709,0.0008339695317955975
F2783,0.0008330763043671308
F422,0.0008296814755861526
F3546,0.0008294702874064308
F1530,0.0008294018894520194
F1805,0.0008274383673840813
F330,0.0008189845290792475
F3728,0.0008173773431643383
F1601,0.0008170996124130525
F2133,0.0008120197563619147
F3766,0.0008118076989268586
F1487,0.0008063941864527857
F1654,0.0008043679193378006
F1840,0.0008030990697462936
F2000,0.0008022997008025889
F2679,0.0008017412562714155
F2349,0.0008000514902997136
F1728,0.0007973197790560604
F627,0.0007964883191583505
F1475,0.000796332336379435
F2636,0.0007953264535893734
F1908,0.0007932454548237322
F976,0.0007924107987294926
F1967,0.0007922114868127439
F328,0.0007877587493019256
F2050,0.0007864864707933794
F1159,0.0007857256308054783
F464,0.000785491758527268
F3618,0.0007849421858647787
F2748,0.0007823279463075039
F1048,0.0007811288000646455
F1306,0.0007809275330394883
F1310,0.0007801346418141453
F1332,0.0007800665588216793
F2782,0.0007799176648388695
F1911,0.0007774598412118028
F3487,0.0007773741277237178
F3731,0.0007765591050949983
F3520,0.000775985708343252
F1757,0.0007757510261903189
F3613,0.0007744022609054158
F1842,0.0007731348069146549
F1982,0.0007710362557366013
F1622,0.0007697803720946306
F521,0.0007683752256990584
F526,0.0007665902098252797
F1112,0.0007629376933092624
F948,0.0007618440964510809
F3848,0.0007608639447883592
F1201,0.0007602011768299555
F2746,0.0007558695291433049
F2116,0.0007533363627356682
F1060,0.0007512066604996592
F3630,0.0007505053300791431
F3691,0.000750458732890813
F3759,0.000748155828915853
F3803,0.0007472423186009047
F1586,0.0007448145998013578
F23,0.0007419510356631021
F3707,0.0007411047824532613
F1476,0.0007400763370359886
F2350,0.0007385548924189189
F1765,0.0007372483199327151
F3686,0.0007372420545679326
F1961,0.0007317314841854827
F867,0.0007317231839721883
F1834,0.000731138159585365
F3563,0.0007289531426697415
F2192,0.0007282449259491397
F1304,0.0007271504264153572
F114,0.0007264035399473512
F3735,0.0007263474123102576
F1365,0.0007262858988331677
F2887,0.0007261679389051201
F3737,0.000724804793812317
F1650,0.0007233026347415183
F221,0.0007227290377501694
F1230,0.0007224426535558104
F3652,0.0007221675861441845
F671,0.0007191163054703908
F937,0.0007173990545944475
F2638,0.0007168772944012858
F3616,0.0007165763431808969
F3769,0.0007161339932190147
F2534,0.0007154014843341328
F1479,0.0007151462290294619
F419,0.000714781704063916
F1917,0.0007128371675889644
F669,0.0007115947765186093
F2152,0.0007103461313842097
F2161,0.000709024127233393
F1252,0.0007075992428622335
F1698,0.0007074540225655568
F3545,0.0007066983292377538
F1254,0.0007051299760512109
F1265,0.0007049366714217964
F2478,0.0007042750766103056
F1626,0.000702681784152781
F882,0.0006960528243575848
F788,0.0006925402059710928
F3676,0.0006907928068172753
F233,0.0006892779430301976
F1262,0.0006883295743237428
F226,0.000685829742703925
F3679,0.0006855164736667696
F3736,0.000685216083003426
F670,0.0006781539071486486
F1620,0.0006745554380140906
F3530,0.0006700577653967477
F2678,0.0006692971076058818
F3740,0.0006677337078561107
F1801,0.0006667472294772381
F812,0.0006667187879720871
F1788,0.000663697164172361
F430,0.000662094516408307
F2044,0.0006579891952548378
F2009,0.000655825031036894
F1481,0.0006555165499121385
F1417,0.0006547929373966754
F629,0.0006546949183626749
F1556,0.00065287855263918
F919,0.000645570971625653
F1951,0.0006436159483982351
F1899,0.0006433861937739094
F1341,0.0006432131723561607
F1480,0.000642485920111735
F3704,0.0006416423897265267
F972,0.0006398949363956019
F2128,0.0006392847613929664
F3732,0.0006373855741429457
F992,0.0006363206260635579
F614,0.000636216359442443
F1093,0.0006348385314939309
F1119,0.0006338837671614472
F2055,0.0006310996693181803
F936,0.0006295682355038634
F1851,0.0006284485952627872
F3542,0.0006266261143853535
F2640,0.0006265565695466879
F865,0.0006260681734555629
F118,0.0006259837325816031
F3488,0.0006255577029758985
F3817,0.0006215242547129574
F3637,0.000619922673450346
F1264,0.0006194486371867702
F1085,0.00061897470004868
F1557,0.0006188025533206964
F1552,0.0006170365902623542
F793,0.0006167266978337471
F1029,0.0006153532800121653
F1628,0.0006115791288916483
F1011,0.0006112295067718376
F1095,0.0006100097307411012
F1335,0.0006097320882562096
F362,0.0006069926062103326
F2010,0.0006062956167299793
F3809,0.0006061494348228447
F2108,0.0006060036308042083
F3684,0.0006030801138775521
F3786,0.0006024266201406503
F1267,0.0006007641464380598
F3502,0.0006001092162746247
F3790,0.0005998893636612879
F1195,0.0005991689092634811
F366,0.0005991525083933746
F2115,0.0005979457450204784
F3906,0.000597546561353135
F1186,0.0005974951673154427
F940,0.0005949512890164321
F979,0.0005926634736819203
F1083,0.000592163835478221
F3693,0.0005921206980561422
F2160,0.0005874502534229942
F1555,0.0005851318522493987
F1659,0.0005829627472688781
F636,0.0005796524252897894
F467,0.0005759770401325692
F218,0.0005756136994776728
F3823,0.0005692089629929509
F3725,0.0005683840014872876
F1138,0.0005660398318945159
F739,0.000562790976125771
F530,0.0005614944637032382
F1053,0.0005613316826225123
F3479,0.0005586791997572726
F463,0.0005550690529708691
F155,0.0005545861993795365
F3747,0.0005535243231329368
F3575,0.0005527435059372587
F2007,0.0005520208001825733
F1288,0.0005468064424225538
F3714,0.0005444491032373655
F1743,0.0005434742222566458
F1460,0.0005425039934988662
F920,0.0005406400366163577
F1871,0.0005406357756282398
F1396,0.0005406250229353926
F1979,0.0005388759522739761
F814,0.0005372034787828328
F3570,0.0005370481960440543
F1625,0.0005360479179229438
F3566,0.0005332956081055551
F1017,0.0005289075314000025
F1737,0.0005287091675582056
F1580,0.0005276909414311248
F2205,0.0005273437981142548
F2253,0.0005266376008594698
F2067,0.0005265818503783493
F841,0.0005255695545475225
F2544,0.0005251344499577204
F1835,0.0005200419344523199
F2682,0.0005134882999777712
F1665,0.0005133881433713183
F3920,0.0005130277217061385
F1358,0.0005127507621294214
F1414,0.0005126766998434507
F3863,0.0005103897589249229
F745,0.0005093999764115287
F1250,0.0005082773167766064
F2111,0.0005076639633340152
F3491,0.000504219994289179
F1516,0.0005033372609970499
F326,0.0004999653348244371
F1156,0.0004998662292239331
F3619,0.0004978720382161628
F1463,0.0004974567135610508
F1271,0.0004961578163322766
F917,0.0004952382589554771
F1075,0.0004948461188188924
F1878,0.0004943746640767577
F3516,0.0004938547895483314
F1903,0.0004904153070834916
F2229,0.00048671940791222834
F1590,0.0004862754959525928
F3610,0.00048605806397616913
F1256,0.0004845119587713054
F2083,0.0004839973945784948
F3627,0.00048211977163525876
F1314,0.00048210446183627464
F1690,0.000481455721007773
F2178,0.0004812474680743195
F3617,0.0004794650298912684
F1798,0.00047937133315423264
F3097,0.00047883061587217224
F3713,0.0004764650096674705
F3551,0.0004763640144388459
F682,0.00047611845409978315
F2066,0.0004757447381925628
F1944,0.0004756255109351626
F1925,0.00047555877520244483
F3828,0.0004752867656392379
F1793,0.0004739748325189863
F1589,0.00047072673181425273
F2353,0.0004689894286454832
F1514,0.0004689096560717143
F2226,0.0004688494193446635
F1942,0.00046602358467384697
F1900,0.0004634452358650565
F1469,0.00046238811692433934
F1152,0.00045996285233473877
F329,0.0004575077227100266
F1255,0.0004548336214341697
F1843,0.00045229758927745056
F3767,0.00045098792492392903
F2341,0.0004496713070776259
F3831,0.0004494276916868767
F3795,0.00044738031904956177
F707,0.00044549458353304594
F674,0.0004447411660074563
F423,0.00044319609867593535
F431,0.00044127289277806625
F3562,0.00043954591178285707
F2122,0.0004394420217205264
F1299,0.000439320833193646
F3528,0.00043443967725231847
F849,0.00043263639587420855
F1877,0.00043022221286459494
F631,0.000429478773781522
F1740,0.000428152209321242
F3585,0.0004266589827904843
F1525,0.0004251793688339056
F1948,0.0004248596665076265
F1047,0.00041924913974300537
F811,0.0004167607069492929
F2104,0.00041567215733551155
F1006,0.00041434200516698994
F536,0.0004132716848456175
F1307,0.00041214827550584143
F1663,0.0004090770377408459
F2445,0.0004088841302534174
F2991,0.0004035097597603343
F3885,0.00040265629571001327
F784,0.0003983619823502149
F3508,0.0003972141648409533
F1080,0.0003958776321468793
F2545,0.0003955806070323753
F1938,0.00039310891270694093
F3697,0.00039294318122273797
F1243,0.00039077860022385114
F3816,0.00039022133927280045
F2227,0.00038993222591188204
F1035,0.0003889401036466511
F714,0.0003879133795029466
F1897,0.0003874921745974369
F1541,0.0003858003655520248
F1094,0.00038515146003492706
F2170,0.0003840407359149145
F2092,0.00038161626833532747
F1440,0.00038126090163492776
F2052,0.00038013303809647514
F1043,0.00037776703286462876
F3726,0.0003775793252970283
F1657,0.0003764825217397183
F2193,0.00037585599322653707
F1402,0.0003734606114795813
F862,0.0003691109485204347
F1614,0.00036524891353129085
F1931,0.000360840272582319
F1790,0.0003583725422964257
F1448,0.0003578110782352928
F1958,0.00035682826708094417
F1374,0.00035538948090985123
F1294,0.00035506270146090646
F331,0.0003549675097395122
F637,0.000354677156820693
F2197,0.0003542457638138208
F1542,0.0003532058293999052
F1308,0.0003530082003835311
F1303,0.00035201207764135045
F3815,0.00034957226500209604
F3547,0.00034893315403727865
F2126,0.0003483457388551159
F785,0.0003483136421986721
F3531,0.00034700528536857345
F1981,0.0003463807622173798
F3655,0.000345875725557665
F1183,0.00034536381483518674
F3701,0.0003441421165444325
F3718,0.00033946783338301145
F1804,0.00033703102196658286
F2886,0.00033531224567129314
F626,0.00033341685173715607
F2395,0.0003315184136496452
F1675,0.00033150537144932546
F1584,0.000329031100406163
F3671,0.0003238430211115473
F1005,0.00032363950164671085
F1375,0.00032348461694864383
F1733,0.0003192377373947286
F1161,0.00031898133289320896
F1422,0.000318899944266815
F1945,0.00031889587082079007
F1506,0.0003132902551175043
F534,0.00031171785604222624
F1676,0.00031049664301108226
F2884,0.00030925137391557556
F2583,0.0003085026033879945
F2779,0.00030690997126370245
F848,0.00030606423938717153
F1010,0.00030527390221968265
F2582,0.0003045094531647363
F677,0.00030448188518483743
F1477,0.000304283729227528
F3887,0.00030172963686381227
F3708,0.0002982627556479267
F1464,0.0002981795397108966
F374,0.0002944942401933437
F1672,0.0002933282347687971
F1203,0.0002931054335604255
F535,0.000292013711866157
F1588,0.00029156297919707974
F2155,0.0002912953266919205
F1770,0.00029010020748132526
F1356,0.0002871455310036186
F2223,0.0002869885191056909
F1783,0.00028673321334882207
F2157,0.0002857602351636901
F1780,0.000285544882079547
F1123,0.0002852240672942541
F522,0.0002848233027720193
F1997,0.00028424496173717895
F3646,0.0002823010930144143
F2735,0.0002818137981550617
F425,0.00027938756814505084
F711,0.00027511616824571483
F1870,0.00027121676740138323
F723,0.00027074932400039664
F1984,0.0002703336703260284
F1227,0.0002691620016692653
F2118,0.00026804798418000875
F2199,0.00026771429011629433
F2082,0.00026627046460880877
F3584,0.00026400634084045027
F1116,0.00026197114284642886
F816,0.000261020292687264
F1013,0.0002594855908291116
F1155,0.000259459581436583
F2247,0.000255514686931968
F1231,0.0002477834546742441
F623,0.00024384650956665865
F1399,0.00024383305989283954
F3515,0.0002437564405760595
F830,0.00024298422652568874
F1160,0.00024279901225943146
F1578,0.00024129699746322508
F3003,0.0002412284824355737
F1739,0.00023898903170849195
F884,0.00023730272723554435
F1118,0.00023611268162082588
F668,0.0002327366768339889
F565,0.0002275454479067074
F1576,0.00022542302355677002
F2995,0.00022511980117045916
F1629,0.00022437593529445188
F3862,0.00021969259860676882
F3654,0.00021914336866502016
F2344,0.00021745910210413388
F610,0.00021655122113739544
F1830,0.00021300107109278876
F1293,0.00021261905979841345
F2154,0.0002114263539118033
F3703,0.0002092985419036575
F887,0.00020640005162608777
F332,0.0002044608570099804
F2994,0.00020442874207693418
F1729,0.00020361817550607064
F3917,0.00020240555816541939
F1688,0.0001988867883604417
F2575,0.0001972912432776086
F3824,0.00019711040652725664
F1244,0.00019601488578668835
F2641,0.00019436230523572906
F1269,0.00019419372383222555
F1685,0.0001937891137685499
F945,0.00019159605769258903
F1771,0.00018912459063002984
F2003,0.0001883020142319225
F2022,0.00018728916298849096
F1091,0.0001871023805446459
F3568,0.0001862753601210576
F3909,0.00018146524883011494
F1032,0.00018127816621760218
F1036,0.00017926835593429225
F1593,0.00017900297370199159
F708,0.00017721569876283372
F864,0.00017519536129673163
F3653,0.00017489515417346002
F3685,0.00017192218170603013
F1012,0.00016969225666052523
F57,0.00016921443944317716
F2533,0.00016492234814080575
F2246,0.0001596181792488105
F789,0.00015877339366421328
F3621,0.00015873233692054178
F524,0.00015592828187338537
F1466,0.0001545493250790786
F1723,0.00015011729726555068
F3649,0.00014938925928709157
F3762,0.00014861275534672203
F2169,0.00014783956668540377
F3474,0.0001472697374784726
F3576,0.00014636158875003247
F3768,0.00014374056981081296
F896,0.00014373930262268075
F2019,0.0001398528263738541
F3481,0.00013947935719926807
F1403,0.00013805804191113769
F3788,0.0001350556296636496
F2252,0.00013319662740407523
F1695,0.00013291237846047022
F3721,0.00013175870156678648
F3594,0.0001299262070335594
F3864,0.00012894756311998545
F2060,0.00012772632067092893
F1786,0.0001262539313379163
F1025,0.00012550566547198105
F2012,0.00012327555032198845
F3572,0.00012288767950130453
F2005,0.00012273302614074222
F3605,0.00012146085227759951
F1441,0.00012077744722338579
F1046,0.00011808545297564699
F1087,0.00011732169437395079
F2542,0.00011722132432567811
F1309,0.0001168099153654456
F1401,0.00011600037195913515
F3650,0.00011483346692320318
F685,0.00011327695927798587
F832,0.00011219453042221605
F1263,0.00011127273816335936
F1246,0.0001103184912500943
F776,0.00010974935353535997
F319,0.00010971286932681679
F819,0.00010763213109121761
F1573,0.000104762927225166
F3897,0.00010034548110227082
F3901,9.841109426067529e-05
F2164,9.644551428844572e-05
F3763,9.003493423009878e-05
F3632,8.906006602571459e-05
F2198,8.857385237559523e-05
F3868,8.781455503503732e-05
F1649,8.442522563745225e-05
F3544,8.357887084564641e-05
F1789,8.246067097761323e-05
F2394,8.23349828877884e-05
F1295,8.217514472086407e-05
F1662,8.108749759061507e-05
F1312,8.058979877101358e-05
F1114,8.043828863091296e-05
F2750,7.320422348100486e-05
F1457,7.173267297222452e-05
F3900,6.913173314049281e-05
F1482,6.897234452118983e-05
F2117,6.463949778767741e-05
F1686,6.234088710921348e-05
F2120,6.007397116392088e-05
F1357,5.496413533034872e-05
F1692,5.495755054663043e-05
F1245,5.456922870550329e-05
F1787,5.2265355753422504e-05
F851,5.204430489380574e-05
F2549,5.200229191926198e-05
F1041,5.19448241591558e-05
F2744,5.1752713192243505e-05
F1722,5.153676469615842e-05
F3593,5.053570313473532e-05
F1972,4.963312398831299e-05
F1222,4.895675179694692e-05
F3500,4.714830007457316e-05
F2578,4.548628542155875e-05
F1630,4.517968382122817e-05
F1881,4.2369010061271695e-05
F3586,3.918630017518687e-05
F1026,3.909738570195831e-05
F3578,3.893604990845567e-05
F1803,3.8629542005397255e-05
F679,3.255072386698643e-05
F3625,3.2267433476840246e-05
F1913,2.8626820670729636e-05
F1797,2.726127399799161e-05
F2033,1.990997692469243e-05
F1845,1.793991921539284e-05
F1030,1.7538023308616424e-05
F3755,1.5726944215921357e-05
F966,1.1500022967347867e-05
F1579,9.94142616861371e-06
F615,7.270276342508097e-06
F1360,5.762172684886657e-06
F1621,0.0
F1619,0.0
F1618,0.0
F1617,0.0
F1615,0.0
F1612,0.0
F3918,0.0
F855,0.0
F854,0.0
F3829,0.0
F3827,0.0
F1193,0.0
F1185,0.0
F1180,0.0
F782,0.0
F780,0.0
F779,0.0
F777,0.0
F2648,0.0
F2647,0.0
F2642,0.0
F2634,0.0
F775,0.0
F774,0.0
F773,0.0
F747,0.0
F1197,0.0
F1196,0.0
F1132,0.0
F1125,0.0
F334,0.0
F325,0.0
F1226,0.0
F1224,0.0
F1223,0.0
F324,0.0
F2581,0.0
F1153,0.0
F1148,0.0
F1147,0.0
F1146,0.0
F1145,0.0
F1187,0.0
F1121,0.0
F1120,0.0
F1117,0.0
F1115,0.0
F1113,0.0
F1144,0.0
F2576,0.0
F2547,0.0
F2546,0.0
F2540,0.0
F2538,0.0
F1139,0.0
F1136,0.0
F1135,0.0
F1134,0.0
F815,0.0
F809,0.0
F795,0.0
F320,0.0
F1253,0.0
F1229,0.0
F1228,0.0
F2437,0.0
F2383,0.0
F2537,0.0
F1242,0.0
F1241,0.0
F1240,0.0
F1233,0.0
F1232,0.0
F1122,0.0
F1090,0.0
F1088,0.0
F3004,0.0
F359,0.0
F2259,0.0
F2258,0.0
F2257,0.0
F2251,0.0
F737,0.0
F735,0.0
F732,0.0
F731,0.0
F1268,0.0
F1266,0.0
F818,0.0
F817,0.0
F2216,0.0
F2215,0.0
F2212,0.0
F2204,0.0
F2203,0.0
F2202,0.0
F2200,0.0
F2245,0.0
F2228,0.0
F746,0.0
F744,0.0
F741,0.0
F738,0.0
F792,0.0
F787,0.0
F1092,0.0
F1338,0.0
F1082,0.0
F1079,0.0
F1072,0.0
F1297,0.0
F2174,0.0
F2173,0.0
F2168,0.0
F2162,0.0
F1301,0.0
F3483,0.0
F3482,0.0
F3478,0.0
F3477,0.0
F2225,0.0
F2224,0.0
F3511,0.0
F3510,0.0
F3509,0.0
F3507,0.0
F1337,0.0
F1336,0.0
F1334,0.0
F426,0.0
F1330,0.0
F1353,0.0
F1352,0.0
F1350,0.0
F1349,0.0
F1348,0.0
F1339,0.0
F3521,0.0
F3518,0.0
F1051,0.0
F1050,0.0
F1049,0.0
F843,0.0
F842,0.0
F2121,0.0
F1368,0.0
F1361,0.0
F1355,0.0
F2119,0.0
F839,0.0
F835,0.0
F3512,0.0
F826,0.0
F2090,0.0
F2086,0.0
F2084,0.0
F1373,0.0
F1371,0.0
F2114,0.0
F2112,0.0
F2107,0.0
F2105,0.0
F2097,0.0
F2094,0.0
F2091,0.0
F3527,0.0
F3525,0.0
F3523,0.0
F3552,0.0
F2054,0.0
F2049,0.0
F2039,0.0
F715,0.0
F713,0.0
F712,0.0
F710,0.0
F709,0.0
F2069,0.0
F2065,0.0
F1412,0.0
F1406,0.0
F1404,0.0
F828,0.0
F827,0.0
F3577,0.0
F3574,0.0
F2021,0.0
F2020,0.0
F2013,0.0
F1416,0.0
F1415,0.0
F2027,0.0
F468,0.0
F3569,0.0
F3565,0.0
F3555,0.0
F3553,0.0
F1015,0.0
F2002,0.0
F1999,0.0
F1996,0.0
F1989,0.0
F1988,0.0
F1424,0.0
F722,0.0
F721,0.0
F720,0.0
F719,0.0
F718,0.0
F3591,0.0
F3590,0.0
F3589,0.0
F3615,0.0
F3599,0.0
F717,0.0
F716,0.0
F1987,0.0
F1986,0.0
F1983,0.0
F1978,0.0
F1973,0.0
F25,0.0
F3596,0.0
F27,0.0
F1027,0.0
F3881,0.0
F1024,0.0
F1016,0.0
F1007,0.0
F1004,0.0
F1456,0.0
F1449,0.0
F1447,0.0
F1445,0.0
F1444,0.0
F1443,0.0
F1442,0.0
F1954,0.0
F1953,0.0
F1952,0.0
F1941,0.0
F1939,0.0
F1000,0.0
F3620,0.0
F1912,0.0
F1904,0.0
F1896,0.0
F1895,0.0
F1892,0.0
F1439,0.0
F1437,0.0
F1916,0.0
F1915,0.0
F533,0.0
F527,0.0
F525,0.0
F3626,0.0
F3884,0.0
F1009,0.0
F1008,0.0
F977,0.0
F3682,0.0
F3678,0.0
F3677,0.0
F3674,0.0
F3673,0.0
F3670,0.0
F3663,0.0
F3661,0.0
F3660,0.0
F3659,0.0
F3658,0.0
F3657,0.0
F3633,0.0
F1914,0.0
F3894,0.0
F982,0.0
F980,0.0
F1461,0.0
F1459,0.0
F1872,0.0
F1850,0.0
F1849,0.0
F1848,0.0
F1891,0.0
F3915,0.0
F1880,0.0
F1879,0.0
F1875,0.0
F1471,0.0
F1470,0.0
F1468,0.0
F1833,0.0
F1831,0.0
F1828,0.0
F1485,0.0
F1483,0.0
F1847,0.0
F3905,0.0
F1844,0.0
F612,0.0
F1841,0.0
F1839,0.0
F1838,0.0
F1836,0.0
F3696,0.0
F986,0.0
F983,0.0
F971,0.0
F970,0.0
F969,0.0
F967,0.0
F1473,0.0
F1809,0.0
F1806,0.0
F3910,0.0
F1800,0.0
F1799,0.0
F15,0.0
F1796,0.0
F845,0.0
F964,0.0
F3720,0.0
F3702,0.0
F941,0.0
F3734,0.0
F1781,0.0
F1772,0.0
F1769,0.0
F1766,0.0
F1794,0.0
F1784,0.0
F1517,0.0
F1511,0.0
F1509,0.0
F1507,0.0
F1504,0.0
F3729,0.0
F975,0.0
F974,0.0
F1522,0.0
F1520,0.0
F846,0.0
F1742,0.0
F1741,0.0
F1738,0.0
F632,0.0
F624,0.0
F681,0.0
F852,0.0
F678,0.0
F676,0.0
F675,0.0
F944,0.0
F943,0.0
F942,0.0
F3782,0.0
F3779,0.0
F3778,0.0
F3770,0.0
F1736,0.0
F1730,0.0
F1727,0.0
F1726,0.0
F1725,0.0
F3861,0.0
F1720,0.0
F1703,0.0
F1697,0.0
F3761,0.0
F2738,0.0
F3745,0.0
F922,0.0
F916,0.0
F901,0.0
F898,0.0
F895,0.0
F892,0.0
F891,0.0
F1527,0.0
F687,0.0
F686,0.0
F684,0.0
F683,0.0
F1694,0.0
F3793,0.0
F3792,0.0
F3785,0.0
F1568,0.0
F1566,0.0
F1564,0.0
F1634,0.0
F1632,0.0
F1673,0.0
F1664,0.0
F1661,0.0
F1684,0.0
F1683,0.0
F1554,0.0
F1551,0.0
F1550,0.0
F1549,0.0
F1547,0.0
F925,0.0
F54,0.0
F1581,0.0
F881,0.0
F665,0.0
F664,0.0
F635,0.0
F880,0.0
F672,0.0
F667,0.0
F1591,0.0
F3821,0.0
F3819,0.0
F3818,0.0
F3814,0.0
F3794,0.0
F1577,0.0
F3826,0.0
F19,0.0
F3921,0.0
F3880,0.0
F3870,0.0
F3869,0.0
F21,0.0
F3867,0.0
F3866,0.0
F3865,0.0
F3904,0.0
F3903,0.0
F3849,0.0
F888,0.0
F886,0.0
F883,0.0
F885,0.0
F1192,0.0
F1190,0.0
F2683,0.0
F1202,0.0
F1200,0.0
F786,0.0
F783,0.0
F2751,0.0
F2747,0.0
F1623,0.0
F2742,0.0
F2741,0.0
F2740,0.0
F2739,0.0
F16,0.0
