,MI_Score
F18,0.001188850060208968
F110,0.0011859588753698747
F1260,0.0011837418041267256
F2068,0.001183044642614428
F3789,0.0011806079450994433
F1873,0.0011791295843665006
F537,0.0011769535233485673
F1544,0.0011747393004168938
F1773,0.0011744359956961103
F111,0.001169652145111999
F1696,0.001163609279994593
F2482,0.0011621795159157955
F2446,0.0011615691588949817
F3784,0.0011550017780739275
F1582,0.0011528768177803128
F1467,0.0011522777875203616
F568,0.0011485014485819178
F1362,0.0011480151165085273
F1458,0.001143973122408104
F1587,0.0011435372047167158
F3514,0.0011425238331409515
F1648,0.0011408352336670369
F2348,0.0011404106025253435
F2382,0.0011397541818445323
F1569,0.0011348952085661335
F1191,0.0011348477636868859
F1975,0.0011330438754404426
F2222,0.0011318273770435372
F1484,0.001127866064480565
F1936,0.001127704085155612
F531,0.0011264884769739414
F3635,0.0011245996936598557
F1595,0.0011230897111044191
F2024,0.0011207146523239953
F3771,0.0011202838677296656
F634,0.0011188906466023107
F3830,0.001115930004364274
